festival_id,name,capacity,start_date,end_date,has_visitor_camp,status,city_id
334,Jazz Storm Stage,68780,2025-12-23,2025-12-26,False,Planiran,236
335,Mystic Horizon Beach,14210,2025-12-09,2025-12-18,False,Planiran,316
336,Nova Soul Arena,45434,2025-11-29,2025-12-02,False,Zavrsen,607
337,Mystic Rhythm Park,15633,2025-12-31,2026-01-01,True,Planiran,308
338,Jazz Vibes Field,51189,2025-12-24,2026-01-01,False,Planiran,186
339,Wild Era Hill,50501,2025-12-21,2025-12-31,False,Planiran,15
340,Harmony Aura Oasis,38108,2025-11-07,2025-11-11,True,Zavrsen,259
341,Golden Melody Stage,165,2025-11-28,2025-12-02,False,Zavrsen,459
342,Lunar Era Field,17854,2025-12-22,2025-12-26,False,Planiran,723
343,Solar Sound Valley,4632,2025-11-08,2025-11-18,True,Zavrsen,374
344,Nova Rhythm Field,89720,2025-12-26,2025-12-27,False,Planiran,225
345,Solar Fest Square,88811,2025-12-18,2025-12-19,True,Planiran,344
346,Wild Aura Valley,10452,2025-11-01,2025-11-10,True,Zavrsen,455
347,Nova Rhythm Valley,31646,2025-12-02,2025-12-08,True,Aktivan,715
348,Solar Horizon Valley,48161,2025-11-16,2025-11-26,False,Zavrsen,958
349,Jazz Wave Arena,75292,2025-11-28,2025-12-06,True,Aktivan,594
350,Jazz Melody Pier,77028,2025-11-23,2025-11-24,True,Zavrsen,764
351,Mystic Beats Oasis,46960,2025-11-13,2025-11-15,False,Zavrsen,303
352,Nova Echo Beach,28744,2025-11-04,2025-11-09,True,Zavrsen,849
353,Cosmic Jam Oasis,57590,2025-11-14,2025-11-16,False,Zavrsen,728
354,Nova Wave Dome,5464,2025-12-12,2025-12-14,False,Planiran,421
355,Golden Beats Field,39072,2025-12-17,2025-12-18,True,Planiran,333
356,Jazz Beats Dome,47803,2025-12-08,2025-12-17,False,Planiran,82
357,Neon Melody Hill,83694,2025-11-22,2025-12-01,False,Zavrsen,569
358,Electric Wave Garden,74066,2025-12-17,2025-12-23,True,Planiran,341
359,Mystic Aura Arena,49155,2025-11-22,2025-11-30,True,Zavrsen,195
360,Wild Storm Dome,53306,2025-11-17,2025-11-20,False,Zavrsen,290
361,Jazz Vibes Square,28616,2025-11-30,2025-12-10,False,Aktivan,642
362,Electric Sound Stage,56565,2025-12-27,2026-01-05,True,Planiran,722
363,Rock Jam Theater,42564,2025-12-11,2025-12-18,True,Planiran,129
364,Wild Soul Stage,58012,2025-11-10,2025-11-15,True,Zavrsen,247
365,Lunar Harmony Theater,91775,2025-11-09,2025-11-13,True,Zavrsen,343
366,Nova Tempo Valley,86296,2025-12-18,2025-12-19,True,Planiran,688
367,Dream Fest Garden,46845,2025-11-24,2025-11-25,False,Zavrsen,746
368,Mystic Groove Valley,66729,2025-11-05,2025-11-08,True,Zavrsen,234
369,Sunset Groove Stage,67303,2025-12-23,2025-12-31,True,Planiran,797
370,Cosmic Storm Theater,27738,2025-11-07,2025-11-10,True,Zavrsen,471
371,Crystal Soul Square,1601,2025-12-16,2025-12-22,True,Planiran,362
372,Mystic Pulse Garden,28780,2025-11-04,2025-11-09,False,Zavrsen,717
373,Nova Beats Oasis,74335,2025-11-10,2025-11-14,False,Zavrsen,375
374,Crystal Tempo Pier,77135,2025-12-11,2025-12-20,True,Planiran,665
375,Sunset Soul Plaza,69194,2025-12-19,2025-12-20,False,Planiran,570
376,Rock Wave Court,49793,2025-11-05,2025-11-09,True,Zavrsen,317
377,Nova Jam Plaza,88939,2025-11-02,2025-11-10,False,Zavrsen,999
378,Sunset Groove Beach,34895,2025-11-18,2025-11-26,True,Zavrsen,540
379,Wild Echo Hall,39184,2025-12-20,2025-12-24,False,Planiran,863
380,Harmony Fest Dome,54763,2025-11-08,2025-11-10,True,Zavrsen,924
381,Sunset Fest Oasis,68648,2025-12-23,2026-01-01,False,Planiran,215
382,Jazz Pulse Arena,61460,2025-12-12,2025-12-16,False,Planiran,611
383,Dream Storm Square,56202,2025-12-13,2025-12-17,True,Planiran,114
384,Sunset Groove Dome,48052,2025-12-02,2025-12-06,True,Aktivan,291
385,Neon Wave Hill,13713,2025-12-20,2025-12-22,False,Planiran,999
386,Silent Vibes Court,63791,2025-11-06,2025-11-13,False,Zavrsen,399
387,Rock Beats Beach,49746,2025-11-03,2025-11-10,False,Zavrsen,812
388,Dream Tempo Hall,3757,2025-11-12,2025-11-15,True,Zavrsen,318
389,Nova Tempo Hill,17495,2025-11-13,2025-11-23,False,Zavrsen,101
390,Golden Groove Garden,88796,2025-11-29,2025-12-06,True,Aktivan,553
391,Cosmic Sound Pier,27971,2025-12-01,2025-12-06,False,Aktivan,744
392,Crystal Jam Oasis,85915,2025-11-16,2025-11-21,False,Zavrsen,837
393,Solar Era Plaza,55318,2025-12-10,2025-12-17,False,Planiran,415
394,Harmony Harmony Square,36683,2025-11-02,2025-11-05,False,Zavrsen,428
395,Nova Rhythm Oasis,22425,2025-11-05,2025-11-14,False,Zavrsen,452
396,Electric Aura Dome,18457,2025-12-29,2026-01-06,True,Planiran,435
397,Nova Aura Square,34090,2025-12-26,2026-01-05,False,Planiran,469
398,Dream Groove Arena,5188,2025-12-25,2025-12-29,False,Planiran,571
399,Rock Pulse Park,10028,2025-11-01,2025-11-07,True,Zavrsen,631
400,Wild Horizon Dome,50734,2025-12-19,2025-12-24,True,Planiran,801
401,Lunar Soul Theater,3171,2025-12-26,2026-01-04,False,Planiran,696
402,Harmony Groove Garden,5868,2025-11-23,2025-11-27,True,Zavrsen,14
403,Rock Sound Square,30108,2025-12-25,2026-01-04,False,Planiran,638
404,Electric Wave Park,99799,2025-11-15,2025-11-16,False,Zavrsen,260
405,Mystic Aura Park,55552,2025-11-30,2025-12-05,False,Aktivan,667
406,Jazz Fest Valley,57506,2025-11-14,2025-11-21,True,Zavrsen,203
407,Jazz Fest Court,78007,2025-11-14,2025-11-20,True,Zavrsen,584
408,Wild Era Plaza,17023,2025-12-30,2026-01-05,False,Planiran,705
409,Wild Jam Beach,26937,2025-11-29,2025-12-04,False,Aktivan,357
410,Mystic Groove Field,71064,2025-12-06,2025-12-08,True,Planiran,532
411,Wild Melody Garden,4415,2025-11-25,2025-11-27,True,Zavrsen,799
412,Crystal Horizon Theater,87483,2025-11-06,2025-11-12,False,Zavrsen,276
413,Silent Harmony Park,77848,2025-11-18,2025-11-25,False,Zavrsen,578
414,Jazz Tempo Arena,58670,2025-12-04,2025-12-08,True,Aktivan,875
415,Sunset Jam Field,68455,2025-11-12,2025-11-20,True,Zavrsen,718
416,Sunset Tempo Stage,77282,2025-12-22,2025-12-28,False,Planiran,5
417,Golden Fest Oasis,59098,2025-11-22,2025-11-27,False,Zavrsen,856
418,Lunar Era Oasis,30753,2025-12-17,2025-12-25,True,Planiran,15
419,Cosmic Pulse Hill,35974,2025-12-25,2025-12-27,False,Planiran,923
420,Radiant Soul Square,43079,2025-12-25,2025-12-26,False,Planiran,489
421,Wild Pulse Hill,58456,2025-11-30,2025-12-06,True,Aktivan,729
422,Radiant Storm Court,13935,2025-12-24,2025-12-26,True,Planiran,972
423,Golden Soul Park,28191,2025-11-13,2025-11-21,False,Zavrsen,488
424,Mystic Melody Valley,32237,2025-12-23,2025-12-26,False,Planiran,206
425,Golden Rhythm Hall,4917,2025-11-08,2025-11-12,False,Zavrsen,61
426,Solar Groove Garden,4033,2025-12-31,2026-01-08,True,Planiran,763
427,Midnight Aura Dome,26369,2025-11-20,2025-11-22,True,Zavrsen,727
428,Midnight Melody Court,72930,2025-12-04,2025-12-05,False,Aktivan,616
429,Mystic Jam Valley,96931,2025-11-28,2025-11-30,False,Zavrsen,634
430,Rock Horizon Park,96106,2025-12-17,2025-12-18,False,Planiran,559
431,Rock Groove Park,6841,2025-12-11,2025-12-15,True,Planiran,551
432,Silent Tempo Oasis,32129,2025-12-21,2025-12-30,False,Planiran,301
433,Electric Tempo Field,41983,2025-11-08,2025-11-10,False,Zavrsen,121
434,Crystal Pulse Arena,64210,2025-11-29,2025-12-08,True,Aktivan,887
435,Silent Horizon Theater,42370,2025-12-04,2025-12-10,True,Aktivan,177
436,Midnight Fest Theater,66048,2025-11-18,2025-11-22,False,Zavrsen,447
437,Solar Melody Hall,16206,2025-12-18,2025-12-22,False,Planiran,379
438,Rock Horizon Garden,80933,2025-11-19,2025-11-26,True,Zavrsen,746
439,Electric Pulse Oasis,59820,2025-11-06,2025-11-08,True,Zavrsen,90
440,Cosmic Wave Hill,25622,2025-12-25,2025-12-27,False,Planiran,417
441,Rock Wave Oasis,9568,2025-12-26,2025-12-31,False,Planiran,902
442,Golden Harmony Plaza,35038,2025-11-06,2025-11-11,True,Zavrsen,421
443,Midnight Jam Arena,48439,2025-12-09,2025-12-12,False,Planiran,781
444,Lunar Groove Valley,10909,2025-12-11,2025-12-19,True,Planiran,132
445,Cosmic Vibes Field,78683,2025-11-22,2025-12-02,False,Zavrsen,368
446,Solar Era Beach,40806,2025-11-19,2025-11-25,False,Zavrsen,68
447,Lunar Groove Pier,6265,2025-12-02,2025-12-11,True,Aktivan,203
448,Wild Echo Dome,32135,2025-12-05,2025-12-10,False,Planiran,752
449,Radiant Sound Theater,46228,2025-12-19,2025-12-20,True,Planiran,683
450,Wild Soul Beach,52035,2025-11-28,2025-11-30,True,Zavrsen,181
451,Rock Vibes Court,95923,2025-11-14,2025-11-21,False,Zavrsen,213
452,Rock Harmony Stage,32130,2025-12-25,2026-01-01,True,Planiran,347
453,Radiant Tempo Field,83234,2025-11-06,2025-11-15,False,Zavrsen,961
454,Wild Sound Pier,65060,2025-11-27,2025-12-03,True,Zavrsen,667
455,Neon Horizon Court,33865,2025-12-05,2025-12-15,False,Planiran,996
456,Nova Storm Garden,71616,2025-12-24,2025-12-27,True,Planiran,380
457,Jazz Melody Dome,64502,2025-12-07,2025-12-16,False,Planiran,367
458,Rock Vibes Theater,3401,2025-12-16,2025-12-25,True,Planiran,785
459,Mystic Jam Dome,96933,2025-12-11,2025-12-17,True,Planiran,211
460,Radiant Aura Arena,91258,2025-12-11,2025-12-19,False,Planiran,8
461,Rock Groove Square,47890,2025-12-21,2025-12-28,False,Planiran,782
462,Radiant Vibes Pier,73018,2025-12-20,2025-12-29,False,Planiran,255
463,Electric Fest Dome,12737,2025-11-18,2025-11-21,True,Zavrsen,469
464,Rock Harmony Court,50873,2025-11-28,2025-12-04,False,Aktivan,626
465,Harmony Pulse Field,28876,2025-11-07,2025-11-11,True,Zavrsen,159
466,Neon Jam Theater,96627,2025-11-19,2025-11-29,False,Zavrsen,440
467,Neon Melody Garden,62808,2025-12-26,2025-12-27,True,Planiran,481
468,Golden Echo Stage,53905,2025-12-16,2025-12-26,True,Planiran,728
469,Jazz Horizon Field,87589,2025-11-01,2025-11-05,True,Zavrsen,840
470,Harmony Harmony Valley,82938,2025-11-02,2025-11-04,True,Zavrsen,13
471,Cosmic Soul Oasis,69285,2025-12-07,2025-12-10,False,Planiran,642
472,Crystal Storm Garden,29581,2025-12-22,2025-12-24,False,Planiran,216
473,Electric Fest Garden,52132,2025-11-16,2025-11-17,True,Zavrsen,439
474,Midnight Horizon Dome,94048,2025-12-31,2026-01-01,True,Planiran,924
475,Wild Horizon Dome,53534,2025-12-31,2026-01-08,True,Planiran,20
476,Harmony Sound Dome,67539,2025-11-06,2025-11-10,False,Zavrsen,558
477,Cosmic Vibes Field,69747,2025-11-24,2025-12-04,True,Aktivan,744
478,Mystic Melody Hill,32282,2025-12-08,2025-12-16,False,Planiran,761
479,Lunar Storm Park,89110,2025-12-12,2025-12-17,False,Planiran,426
480,Sunset Sound Oasis,996,2025-12-13,2025-12-17,True,Planiran,495
481,Neon Echo Stage,66172,2025-11-27,2025-12-01,False,Zavrsen,806
482,Dream Vibes Court,85914,2025-11-18,2025-11-25,True,Zavrsen,851
483,Sunset Aura Plaza,6009,2025-11-08,2025-11-18,True,Zavrsen,679
484,Wild Horizon Stage,16067,2025-12-17,2025-12-21,False,Planiran,385
485,Solar Melody Hill,95656,2025-12-25,2025-12-29,False,Planiran,494
486,Radiant Harmony Court,75429,2025-11-25,2025-12-03,True,Zavrsen,599
487,Nova Groove Valley,6523,2025-12-23,2026-01-01,True,Planiran,642
488,Sunset Soul Field,24972,2025-12-16,2025-12-25,False,Planiran,10
489,Mystic Melody Square,6516,2025-12-15,2025-12-19,True,Planiran,328
490,Mystic Melody Plaza,49179,2025-11-09,2025-11-15,True,Zavrsen,666
491,Sunset Sound Garden,57508,2025-12-02,2025-12-04,False,Aktivan,264
492,Neon Pulse Plaza,76832,2025-11-23,2025-11-28,True,Zavrsen,385
493,Dream Tempo Stage,71784,2025-11-17,2025-11-19,False,Zavrsen,661
494,Solar Era Court,67844,2025-11-03,2025-11-10,True,Zavrsen,823
495,Crystal Echo Theater,22636,2025-11-05,2025-11-11,False,Zavrsen,827
496,Crystal Era Arena,1780,2025-12-14,2025-12-20,True,Planiran,595
497,Solar Horizon Field,79674,2025-11-15,2025-11-22,True,Zavrsen,986
498,Sunset Beats Dome,38542,2025-11-16,2025-11-20,True,Zavrsen,356
499,Rock Jam Plaza,96136,2025-12-17,2025-12-27,False,Planiran,997
500,Jazz Harmony Oasis,66454,2025-11-26,2025-11-29,True,Zavrsen,946
501,Crystal Pulse Oasis,40351,2025-12-25,2025-12-30,False,Planiran,182
502,Wild Tempo Beach,54562,2025-12-29,2026-01-06,False,Planiran,175
503,Cosmic Aura Plaza,89706,2025-12-17,2025-12-23,True,Planiran,394
504,Radiant Aura Stage,38966,2025-12-27,2026-01-03,False,Planiran,622
505,Rock Era Hill,4933,2025-12-19,2025-12-25,True,Planiran,526
506,Dream Wave Field,30997,2025-12-17,2025-12-25,True,Planiran,136
507,Crystal Rhythm Oasis,46432,2025-12-01,2025-12-03,True,Zavrsen,465
508,Crystal Tempo Garden,30221,2025-11-19,2025-11-26,False,Zavrsen,975
509,Golden Aura Oasis,86788,2025-11-24,2025-12-04,True,Aktivan,653
510,Jazz Echo Arena,50342,2025-12-26,2025-12-29,True,Planiran,322
511,Nova Beats Plaza,54075,2025-12-05,2025-12-09,False,Planiran,463
512,Jazz Soul Plaza,66994,2025-12-05,2025-12-12,False,Planiran,698
513,Crystal Harmony Plaza,21352,2025-11-01,2025-11-11,False,Zavrsen,976
514,Solar Harmony Garden,91278,2025-11-19,2025-11-26,False,Zavrsen,474
515,Nova Jam Plaza,49721,2025-12-12,2025-12-15,False,Planiran,104
516,Wild Tempo Oasis,54160,2025-11-19,2025-11-25,True,Zavrsen,445
517,Solar Aura Arena,98489,2025-11-07,2025-11-16,True,Zavrsen,715
518,Nova Fest Dome,77585,2025-12-24,2025-12-31,True,Planiran,859
519,Solar Tempo Plaza,73376,2025-12-04,2025-12-05,True,Aktivan,929
520,Rock Groove Valley,27482,2025-11-25,2025-11-30,False,Zavrsen,335
521,Radiant Rhythm Dome,69843,2025-11-07,2025-11-13,True,Zavrsen,895
522,Harmony Vibes Dome,38802,2025-12-28,2026-01-07,False,Planiran,193
523,Sunset Soul Oasis,89910,2025-11-02,2025-11-10,True,Zavrsen,253
524,Radiant Wave Pier,23150,2025-12-13,2025-12-22,True,Planiran,480
525,Radiant Melody Oasis,62946,2025-11-25,2025-12-03,False,Zavrsen,488
526,Sunset Rhythm Hill,55955,2025-11-26,2025-12-04,False,Aktivan,542
527,Silent Pulse Oasis,76848,2025-12-21,2025-12-24,True,Planiran,826
528,Neon Sound Beach,46876,2025-12-17,2025-12-18,False,Planiran,498
529,Lunar Aura Beach,92227,2025-12-07,2025-12-09,False,Planiran,147
530,Silent Fest Theater,3720,2025-12-13,2025-12-14,True,Planiran,551
531,Golden Aura Square,93120,2025-12-14,2025-12-23,True,Planiran,564
532,Harmony Groove Stage,48772,2025-12-11,2025-12-20,False,Planiran,166
533,Wild Beats Plaza,67464,2025-12-18,2025-12-24,False,Planiran,780
534,Dream Rhythm Square,81327,2025-11-06,2025-11-10,False,Zavrsen,448
535,Neon Rhythm Plaza,51815,2025-11-08,2025-11-18,False,Zavrsen,597
536,Midnight Melody Court,68383,2025-11-19,2025-11-23,False,Zavrsen,16
537,Radiant Harmony Arena,95509,2025-12-25,2025-12-29,True,Planiran,432
538,Cosmic Echo Field,90943,2025-12-25,2025-12-30,False,Planiran,971
539,Silent Jam Field,16959,2025-12-11,2025-12-13,True,Planiran,516
540,Nova Aura Valley,46948,2025-11-30,2025-12-03,False,Zavrsen,572
541,Solar Beats Arena,6669,2025-12-12,2025-12-13,True,Planiran,428
542,Sunset Vibes Hall,22844,2025-12-03,2025-12-04,True,Aktivan,51
543,Dream Aura Garden,1906,2025-12-06,2025-12-14,True,Planiran,743
544,Lunar Fest Park,7815,2025-12-17,2025-12-19,True,Planiran,357
545,Rock Wave Theater,70701,2025-11-12,2025-11-17,True,Zavrsen,490
546,Golden Pulse Court,26403,2025-12-09,2025-12-16,True,Planiran,441
547,Midnight Storm Garden,47724,2025-11-07,2025-11-09,True,Zavrsen,626
548,Harmony Aura Valley,50310,2025-11-27,2025-12-01,False,Zavrsen,3
549,Dream Soul Stage,46270,2025-11-09,2025-11-11,False,Zavrsen,269
550,Nova Aura Oasis,99658,2025-12-03,2025-12-10,True,Aktivan,391
551,Electric Sound Square,6151,2025-12-11,2025-12-20,False,Planiran,766
552,Sunset Harmony Plaza,33035,2025-12-01,2025-12-11,True,Aktivan,10
553,Harmony Sound Arena,10004,2025-12-01,2025-12-05,True,Aktivan,971
554,Sunset Echo Theater,30673,2025-11-03,2025-11-11,True,Zavrsen,119
555,Harmony Wave Square,99702,2025-11-03,2025-11-05,False,Zavrsen,384
556,Radiant Wave Valley,60403,2025-12-29,2026-01-03,False,Planiran,461
557,Solar Harmony Theater,50730,2025-12-11,2025-12-18,False,Planiran,695
558,Lunar Beats Garden,39886,2025-11-25,2025-11-30,True,Zavrsen,5
559,Cosmic Groove Square,42764,2025-12-20,2025-12-26,True,Planiran,816
560,Rock Jam Dome,89652,2025-11-13,2025-11-22,False,Zavrsen,58
561,Electric Melody Pier,6585,2025-11-21,2025-12-01,True,Zavrsen,188
562,Cosmic Horizon Square,20549,2025-11-10,2025-11-14,True,Zavrsen,169
563,Golden Harmony Dome,93432,2025-11-05,2025-11-11,False,Zavrsen,585
564,Neon Jam Park,95833,2025-11-18,2025-11-21,False,Zavrsen,735
565,Midnight Rhythm Park,96268,2025-11-22,2025-11-23,False,Zavrsen,324
566,Crystal Storm Stage,83938,2025-11-20,2025-11-30,True,Zavrsen,361
567,Harmony Era Plaza,9974,2025-11-01,2025-11-04,True,Zavrsen,482
568,Silent Melody Hill,42781,2025-12-10,2025-12-14,False,Planiran,481
569,Golden Rhythm Hall,601,2025-11-26,2025-12-03,True,Zavrsen,376
570,Solar Sound Dome,38013,2025-12-11,2025-12-15,False,Planiran,994
571,Lunar Era Stage,19751,2025-12-18,2025-12-22,False,Planiran,445
572,Radiant Harmony Dome,48080,2025-11-06,2025-11-15,False,Zavrsen,708
573,Wild Horizon Hill,28825,2025-11-14,2025-11-16,False,Zavrsen,356
574,Rock Tempo Valley,90833,2025-12-01,2025-12-04,True,Aktivan,42
575,Mystic Vibes Square,20159,2025-11-12,2025-11-19,True,Zavrsen,359
576,Nova Rhythm Garden,36348,2025-12-10,2025-12-16,True,Planiran,913
577,Mystic Jam Pier,99780,2025-11-08,2025-11-15,True,Zavrsen,265
578,Harmony Aura Hill,28185,2025-12-11,2025-12-16,True,Planiran,290
579,Golden Pulse Garden,63155,2025-11-30,2025-12-10,True,Aktivan,462
580,Wild Soul Pier,9250,2025-11-11,2025-11-18,False,Zavrsen,901
581,Electric Era Field,64776,2025-12-24,2025-12-27,True,Planiran,402
582,Nova Fest Valley,67043,2025-11-19,2025-11-25,False,Zavrsen,227
583,Harmony Fest Hill,7887,2025-11-25,2025-11-26,False,Zavrsen,149
584,Crystal Horizon Plaza,10862,2025-11-20,2025-11-22,False,Zavrsen,211
585,Nova Groove Valley,54665,2025-12-03,2025-12-04,False,Aktivan,420
586,Neon Jam Stage,34369,2025-12-12,2025-12-19,False,Planiran,698
587,Mystic Beats Beach,81230,2025-11-14,2025-11-21,False,Zavrsen,477
588,Cosmic Harmony Theater,94748,2025-11-19,2025-11-29,True,Zavrsen,518
589,Electric Era Theater,44717,2025-11-10,2025-11-11,False,Zavrsen,869
590,Wild Harmony Valley,60625,2025-11-26,2025-12-04,True,Aktivan,877
591,Midnight Groove Valley,86150,2025-12-20,2025-12-28,True,Planiran,701
592,Jazz Beats Stage,90490,2025-11-27,2025-12-01,True,Zavrsen,322
593,Sunset Melody Arena,30749,2025-12-29,2026-01-01,False,Planiran,632
594,Solar Echo Hill,20288,2025-12-21,2025-12-31,True,Planiran,114
595,Radiant Fest Valley,8861,2025-11-25,2025-12-02,False,Zavrsen,236
596,Silent Rhythm Pier,31306,2025-12-07,2025-12-14,True,Planiran,474
597,Neon Soul Oasis,44593,2025-11-09,2025-11-17,False,Zavrsen,630
598,Silent Sound Garden,95306,2025-11-02,2025-11-03,True,Zavrsen,190
599,Dream Pulse Hill,58140,2025-11-26,2025-12-02,True,Zavrsen,148
600,Jazz Wave Square,11719,2025-12-13,2025-12-19,False,Planiran,767
601,Lunar Aura Beach,13447,2025-12-14,2025-12-22,False,Planiran,641
602,Silent Jam Beach,56267,2025-12-23,2026-01-01,True,Planiran,407
603,Midnight Era Arena,20879,2025-12-28,2026-01-02,True,Planiran,216
604,Sunset Melody Oasis,70422,2025-12-04,2025-12-11,True,Aktivan,643
605,Neon Wave Theater,41127,2025-11-09,2025-11-12,False,Zavrsen,655
606,Cosmic Beats Oasis,53585,2025-11-10,2025-11-11,True,Zavrsen,583
607,Cosmic Harmony Dome,15179,2025-12-22,2025-12-31,False,Planiran,296
608,Nova Harmony Pier,54686,2025-12-29,2025-12-31,False,Planiran,541
609,Wild Harmony Garden,35570,2025-11-06,2025-11-09,True,Zavrsen,256
610,Nova Era Stage,65996,2025-11-08,2025-11-18,False,Zavrsen,568
611,Radiant Era Dome,67339,2025-11-04,2025-11-07,False,Zavrsen,103
612,Midnight Vibes Valley,96693,2025-11-29,2025-12-05,False,Aktivan,199
613,Silent Rhythm Dome,27198,2025-12-16,2025-12-19,False,Planiran,669
614,Mystic Echo Square,33874,2025-11-17,2025-11-18,False,Zavrsen,586
615,Mystic Melody Theater,11213,2025-12-24,2025-12-27,True,Planiran,284
616,Dream Jam Court,81491,2025-12-08,2025-12-12,False,Planiran,134
617,Jazz Aura Stage,35183,2025-11-16,2025-11-26,False,Zavrsen,457
618,Cosmic Soul Plaza,96842,2025-11-07,2025-11-13,True,Zavrsen,669
619,Lunar Aura Hill,80100,2025-12-26,2026-01-04,False,Planiran,900
620,Midnight Pulse Hall,14234,2025-11-17,2025-11-27,False,Zavrsen,652
621,Golden Harmony Square,36129,2025-11-16,2025-11-24,True,Zavrsen,538
622,Jazz Jam Arena,51688,2025-12-13,2025-12-17,True,Planiran,886
623,Sunset Tempo Stage,77406,2025-12-29,2026-01-04,False,Planiran,149
624,Jazz Harmony Park,39727,2025-11-12,2025-11-17,True,Zavrsen,563
625,Midnight Vibes Dome,27254,2025-11-18,2025-11-28,True,Zavrsen,863
626,Golden Jam Stage,90259,2025-12-30,2026-01-02,False,Planiran,64
627,Golden Rhythm Court,77803,2025-11-05,2025-11-07,True,Zavrsen,616
628,Harmony Soul Field,12015,2025-11-18,2025-11-26,False,Zavrsen,792
629,Crystal Melody Square,32317,2025-12-15,2025-12-23,False,Planiran,638
630,Mystic Storm Court,30069,2025-11-05,2025-11-09,True,Zavrsen,471
631,Nova Jam Court,63257,2025-12-12,2025-12-21,True,Planiran,154
632,Silent Jam Park,78694,2025-11-08,2025-11-16,False,Zavrsen,753
633,Radiant Echo Pier,65114,2025-12-21,2025-12-28,True,Planiran,322
634,Mystic Melody Park,88247,2025-12-09,2025-12-12,True,Planiran,559
635,Golden Sound Pier,70277,2025-12-30,2026-01-05,True,Planiran,339
636,Rock Soul Plaza,74346,2025-11-04,2025-11-07,False,Zavrsen,894
637,Golden Groove Arena,43180,2025-11-22,2025-11-24,True,Zavrsen,694
638,Cosmic Fest Plaza,74399,2025-12-01,2025-12-08,True,Aktivan,521
639,Midnight Pulse Beach,61832,2025-11-10,2025-11-13,False,Zavrsen,567
640,Nova Groove Stage,56426,2025-12-27,2026-01-06,True,Planiran,308
641,Wild Pulse Stage,60641,2025-12-14,2025-12-24,False,Planiran,479
642,Crystal Melody Pier,74768,2025-12-04,2025-12-13,False,Aktivan,682
643,Jazz Sound Arena,45182,2025-11-15,2025-11-23,False,Zavrsen,342
644,Neon Soul Valley,79538,2025-11-24,2025-11-27,False,Zavrsen,54
645,Sunset Rhythm Plaza,55931,2025-12-07,2025-12-15,False,Planiran,966
646,Dream Echo Stage,28598,2025-11-26,2025-12-02,True,Zavrsen,462
647,Sunset Aura Stage,98868,2025-12-08,2025-12-10,True,Planiran,377
648,Wild Groove Field,7319,2025-12-29,2026-01-07,True,Planiran,857
649,Electric Horizon Valley,53921,2025-12-16,2025-12-19,False,Planiran,429
650,Silent Aura Field,64831,2025-12-14,2025-12-22,True,Planiran,395
651,Wild Jam Hall,58489,2025-11-02,2025-11-10,False,Zavrsen,907
652,Solar Fest Field,67942,2025-12-25,2025-12-26,False,Planiran,955
653,Midnight Storm Arena,95606,2025-11-27,2025-11-29,False,Zavrsen,531
654,Nova Rhythm Park,56709,2025-11-18,2025-11-20,True,Zavrsen,883
655,Silent Pulse Field,11948,2025-12-15,2025-12-20,False,Planiran,604
656,Solar Melody Valley,75030,2025-12-01,2025-12-02,False,Zavrsen,371
657,Golden Tempo Beach,80635,2025-11-15,2025-11-25,False,Zavrsen,574
658,Silent Storm Park,44597,2025-11-01,2025-11-06,True,Zavrsen,664
659,Lunar Jam Pier,8602,2025-12-05,2025-12-09,True,Planiran,365
660,Jazz Fest Stage,86873,2025-12-01,2025-12-03,True,Zavrsen,387
661,Solar Era Dome,2377,2025-11-26,2025-12-02,True,Zavrsen,233
662,Nova Vibes Garden,22317,2025-12-28,2026-01-07,True,Planiran,371
663,Nova Soul Dome,8305,2025-11-18,2025-11-23,True,Zavrsen,927
664,Jazz Aura Square,15597,2025-12-05,2025-12-15,False,Planiran,528
665,Solar Jam Stage,46269,2025-12-13,2025-12-21,False,Planiran,688
666,Harmony Melody Park,40392,2025-11-09,2025-11-14,False,Zavrsen,823
