festival_id,name,capacity,start_date,end_date,has_visitor_camp,status,city_id
667,Lunar Harmony Beach,62203,2025-11-11,2025-11-17,False,Zavrsen,69
668,Mystic Harmony Valley,46361,2025-12-17,2025-12-23,False,Planiran,587
669,Silent Storm Theater,96436,2025-12-16,2025-12-18,True,Planiran,810
670,Solar Beats Square,74836,2025-12-23,2025-12-25,True,Planiran,817
671,Golden Wave Square,41766,2025-12-03,2025-12-06,True,Aktivan,761
672,Crystal Horizon Oasis,16628,2025-12-10,2025-12-19,True,Planiran,611
673,Midnight Era Park,42226,2025-12-26,2026-01-03,False,Planiran,999
674,Jazz Melody Arena,38074,2025-12-08,2025-12-11,False,Planiran,53
675,Dream Melody Hill,45915,2025-12-04,2025-12-06,True,Aktivan,416
676,Harmony Fest Court,71828,2025-11-09,2025-11-16,False,Zavrsen,773
677,Crystal Pulse Pier,62414,2025-12-05,2025-12-12,True,Planiran,740
678,Dream Era Dome,36258,2025-12-27,2026-01-01,True,Planiran,606
679,Nova Echo Hall,14867,2025-12-28,2026-01-03,True,Planiran,401
680,Mystic Soul Plaza,12506,2025-11-24,2025-11-29,True,Zavrsen,299
681,Harmony Tempo Hall,31372,2025-11-13,2025-11-20,True,Zavrsen,726
682,Rock Melody Hill,1124,2025-12-16,2025-12-17,True,Planiran,160
683,Silent Pulse Field,44790,2025-12-18,2025-12-22,False,Planiran,342
684,Harmony Harmony Park,39655,2025-12-28,2026-01-05,False,Planiran,947
685,Lunar Aura Beach,64268,2025-12-04,2025-12-12,False,Aktivan,679
686,Cosmic Melody Garden,1167,2025-11-30,2025-12-07,True,Aktivan,144
687,Rock Melody Arena,30760,2025-11-21,2025-11-29,False,Zavrsen,778
688,Jazz Rhythm Square,92756,2025-11-18,2025-11-21,False,Zavrsen,710
689,Silent Melody Theater,7443,2025-11-27,2025-12-05,False,Aktivan,629
690,Radiant Aura Hill,20558,2025-11-20,2025-11-25,True,Zavrsen,460
691,Silent Melody Stage,83560,2025-11-26,2025-12-06,True,Aktivan,726
692,Midnight Pulse Oasis,99326,2025-11-18,2025-11-22,False,Zavrsen,470
693,Electric Wave Dome,15401,2025-12-11,2025-12-12,True,Planiran,573
694,Silent Groove Beach,19176,2025-11-09,2025-11-15,True,Zavrsen,327
695,Lunar Era Theater,36871,2025-12-01,2025-12-03,True,Zavrsen,710
696,Dream Wave Beach,19101,2025-11-10,2025-11-15,False,Zavrsen,230
697,Nova Tempo Beach,30803,2025-11-08,2025-11-15,False,Zavrsen,603
698,Cosmic Rhythm Park,94383,2025-11-18,2025-11-28,False,Zavrsen,470
699,Lunar Beats Square,79487,2025-11-23,2025-11-25,False,Zavrsen,951
700,Midnight Fest Field,27335,2025-11-15,2025-11-23,False,Zavrsen,819
701,Lunar Horizon Square,61349,2025-12-17,2025-12-25,False,Planiran,919
702,Solar Beats Oasis,54732,2025-12-26,2026-01-05,False,Planiran,747
703,Lunar Jam Pier,5594,2025-12-20,2025-12-30,True,Planiran,678
704,Mystic Fest Arena,84249,2025-12-17,2025-12-25,True,Planiran,943
705,Lunar Era Stage,37425,2025-12-20,2025-12-26,True,Planiran,296
706,Cosmic Horizon Field,80646,2025-11-25,2025-11-26,True,Zavrsen,971
707,Harmony Vibes Field,41039,2025-12-02,2025-12-03,True,Zavrsen,210
708,Electric Beats Garden,68512,2025-12-25,2026-01-02,True,Planiran,660
709,Rock Groove Arena,44475,2025-11-13,2025-11-19,False,Zavrsen,764
710,Cosmic Groove Dome,58749,2025-12-18,2025-12-19,False,Planiran,401
711,Electric Aura Field,77351,2025-11-19,2025-11-22,True,Zavrsen,728
712,Golden Sound Garden,74557,2025-11-19,2025-11-23,True,Zavrsen,64
713,Lunar Soul Hall,6173,2025-12-23,2025-12-28,False,Planiran,433
714,Nova Vibes Oasis,35753,2025-11-14,2025-11-23,True,Zavrsen,207
715,Silent Echo Field,52384,2025-12-16,2025-12-21,False,Planiran,184
716,Crystal Pulse Garden,20956,2025-11-28,2025-12-02,True,Zavrsen,977
717,Jazz Soul Plaza,96937,2025-12-09,2025-12-18,True,Planiran,778
718,Electric Rhythm Field,82406,2025-11-02,2025-11-12,True,Zavrsen,936
719,Wild Beats Theater,17351,2025-11-13,2025-11-23,True,Zavrsen,754
720,Electric Wave Field,67752,2025-11-19,2025-11-25,True,Zavrsen,206
721,Jazz Soul Dome,88015,2025-12-30,2026-01-03,True,Planiran,526
722,Dream Soul Park,54559,2025-12-07,2025-12-16,True,Planiran,211
723,Crystal Storm Stage,70111,2025-11-08,2025-11-16,True,Zavrsen,720
724,Nova Echo Garden,20405,2025-12-12,2025-12-16,True,Planiran,788
725,Mystic Jam Hill,83891,2025-12-03,2025-12-11,True,Aktivan,31
726,Harmony Rhythm Square,18463,2025-11-25,2025-11-30,False,Zavrsen,769
727,Wild Vibes Plaza,29819,2025-11-14,2025-11-22,False,Zavrsen,104
728,Solar Sound Stage,69072,2025-11-29,2025-12-02,False,Zavrsen,121
729,Nova Echo Hill,14388,2025-12-11,2025-12-20,True,Planiran,661
730,Jazz Echo Arena,263,2025-12-28,2026-01-01,True,Planiran,714
731,Neon Vibes Dome,37624,2025-11-25,2025-11-27,True,Zavrsen,74
732,Neon Rhythm Arena,85659,2025-11-26,2025-11-27,True,Zavrsen,334
733,Dream Storm Dome,97128,2025-11-27,2025-12-04,True,Aktivan,405
734,Electric Fest Dome,65315,2025-11-16,2025-11-22,False,Zavrsen,773
735,Lunar Echo Valley,86999,2025-12-26,2026-01-02,False,Planiran,588
736,Golden Aura Hall,85053,2025-12-17,2025-12-22,True,Planiran,562
737,Cosmic Wave Arena,53889,2025-11-02,2025-11-10,False,Zavrsen,409
738,Cosmic Horizon Valley,17057,2025-11-03,2025-11-12,True,Zavrsen,570
739,Lunar Beats Court,43069,2025-11-29,2025-12-05,True,Aktivan,364
740,Midnight Fest Oasis,98720,2025-12-05,2025-12-15,False,Planiran,276
741,Silent Wave Garden,76631,2025-11-02,2025-11-08,True,Zavrsen,131
742,Solar Harmony Dome,39521,2025-12-19,2025-12-25,True,Planiran,943
743,Nova Melody Arena,35412,2025-12-21,2025-12-25,True,Planiran,399
744,Electric Storm Theater,21219,2025-12-12,2025-12-18,False,Planiran,719
745,Cosmic Fest Park,55951,2025-11-03,2025-11-04,False,Zavrsen,719
746,Rock Aura Beach,2384,2025-11-22,2025-12-02,True,Zavrsen,558
747,Midnight Pulse Beach,81158,2025-12-04,2025-12-07,True,Aktivan,89
748,Wild Jam Oasis,14422,2025-11-28,2025-12-02,False,Zavrsen,787
749,Wild Horizon Plaza,86964,2025-11-26,2025-12-04,True,Aktivan,469
750,Silent Groove Arena,24462,2025-11-21,2025-11-27,False,Zavrsen,775
751,Golden Rhythm Hill,75602,2025-12-17,2025-12-19,False,Planiran,779
752,Sunset Echo Field,17540,2025-12-12,2025-12-13,False,Planiran,974
753,Electric Horizon Valley,55133,2025-11-20,2025-11-29,True,Zavrsen,856
754,Sunset Storm Court,89443,2025-11-14,2025-11-16,True,Zavrsen,629
755,Jazz Vibes Court,55328,2025-12-07,2025-12-09,False,Planiran,857
756,Lunar Tempo Hall,36535,2025-11-05,2025-11-14,True,Zavrsen,906
757,Jazz Echo Stage,87224,2025-12-21,2025-12-30,False,Planiran,555
758,Cosmic Sound Valley,71194,2025-11-29,2025-12-09,True,Aktivan,455
759,Nova Echo Garden,19128,2025-11-20,2025-11-21,False,Zavrsen,21
760,Cosmic Sound Hill,86394,2025-12-21,2025-12-27,True,Planiran,532
761,Solar Era Dome,32437,2025-12-13,2025-12-19,False,Planiran,688
762,Cosmic Jam Plaza,22914,2025-12-18,2025-12-23,False,Planiran,916
763,Dream Groove Beach,91511,2025-11-09,2025-11-10,True,Zavrsen,891
764,Lunar Vibes Theater,60261,2025-11-29,2025-11-30,False,Zavrsen,94
765,Radiant Fest Hill,54178,2025-11-13,2025-11-20,False,Zavrsen,392
766,Sunset Sound Dome,34049,2025-11-12,2025-11-15,False,Zavrsen,703
767,Crystal Vibes Plaza,62517,2025-12-21,2025-12-23,True,Planiran,881
768,Harmony Era Park,32159,2025-12-12,2025-12-20,True,Planiran,507
769,Lunar Wave Valley,21209,2025-12-14,2025-12-15,False,Planiran,376
770,Dream Beats Valley,55761,2025-12-15,2025-12-23,False,Planiran,113
771,Cosmic Harmony Stage,43752,2025-12-13,2025-12-21,True,Planiran,871
772,Electric Horizon Valley,96639,2025-11-11,2025-11-15,False,Zavrsen,566
773,Lunar Aura Oasis,32682,2025-12-07,2025-12-15,False,Planiran,746
774,Midnight Era Hall,52086,2025-11-21,2025-11-22,False,Zavrsen,13
775,Electric Echo Park,5157,2025-12-06,2025-12-13,True,Planiran,576
776,Wild Horizon Arena,79832,2025-12-14,2025-12-18,True,Planiran,994
777,Golden Jam Valley,89046,2025-12-22,2025-12-24,True,Planiran,689
778,Electric Harmony Square,16845,2025-11-18,2025-11-20,False,Zavrsen,666
779,Mystic Sound Theater,59105,2025-11-10,2025-11-20,False,Zavrsen,5
780,Electric Vibes Court,47430,2025-11-02,2025-11-09,True,Zavrsen,200
781,Dream Fest Hall,2752,2025-12-31,2026-01-08,False,Planiran,786
782,Midnight Wave Field,70027,2025-12-12,2025-12-18,True,Planiran,951
783,Lunar Tempo Theater,94701,2025-11-13,2025-11-19,True,Zavrsen,753
784,Jazz Groove Plaza,46220,2025-11-20,2025-11-22,False,Zavrsen,413
785,Radiant Soul Park,13036,2025-11-02,2025-11-07,True,Zavrsen,807
786,Midnight Era Garden,52864,2025-12-26,2025-12-28,False,Planiran,851
787,Midnight Horizon Plaza,2506,2025-11-24,2025-11-30,True,Zavrsen,847
788,Harmony Echo Plaza,62721,2025-12-08,2025-12-18,False,Planiran,325
789,Nova Sound Beach,3245,2025-11-29,2025-12-06,False,Aktivan,742
790,Solar Aura Oasis,3396,2025-11-14,2025-11-22,True,Zavrsen,829
791,Silent Aura Oasis,58249,2025-12-13,2025-12-21,True,Planiran,807
792,Cosmic Aura Arena,97594,2025-11-25,2025-11-28,False,Zavrsen,174
793,Radiant Aura Dome,69465,2025-12-17,2025-12-25,False,Planiran,983
794,Rock Aura Beach,45705,2025-12-25,2026-01-02,True,Planiran,232
795,Wild Echo Arena,73574,2025-12-26,2025-12-29,True,Planiran,759
796,Cosmic Melody Field,37970,2025-11-12,2025-11-20,True,Zavrsen,523
797,Harmony Groove Beach,84742,2025-12-13,2025-12-22,True,Planiran,413
798,Dream Storm Stage,25210,2025-11-22,2025-11-27,False,Zavrsen,163
799,Silent Echo Theater,83800,2025-12-22,2025-12-28,False,Planiran,2
800,Lunar Horizon Hall,91000,2025-11-17,2025-11-23,True,Zavrsen,625
801,Dream Fest Park,29178,2025-12-28,2026-01-06,True,Planiran,472
802,Golden Fest Beach,94695,2025-11-11,2025-11-16,True,Zavrsen,805
803,Rock Vibes Square,83473,2025-12-21,2025-12-24,False,Planiran,92
804,Electric Sound Stage,57187,2025-11-08,2025-11-10,True,Zavrsen,518
805,Rock Tempo Valley,70633,2025-12-19,2025-12-20,False,Planiran,87
806,Rock Groove Hall,9172,2025-12-13,2025-12-18,False,Planiran,341
807,Crystal Groove Pier,53343,2025-11-10,2025-11-14,True,Zavrsen,748
808,Electric Rhythm Dome,67728,2025-12-03,2025-12-06,True,Aktivan,860
809,Solar Storm Arena,53825,2025-12-14,2025-12-18,True,Planiran,884
810,Sunset Sound Plaza,37464,2025-11-24,2025-12-02,True,Zavrsen,309
811,Lunar Vibes Hill,50252,2025-12-14,2025-12-17,True,Planiran,831
812,Radiant Era Dome,20078,2025-12-28,2025-12-29,True,Planiran,58
813,Silent Pulse Park,57846,2025-12-23,2025-12-25,False,Planiran,11
814,Wild Soul Arena,47883,2025-11-29,2025-12-06,False,Aktivan,259
815,Wild Horizon Pier,23393,2025-11-08,2025-11-12,True,Zavrsen,203
816,Silent Fest Hill,4335,2025-11-29,2025-12-08,True,Aktivan,220
817,Silent Tempo Theater,90281,2025-12-21,2025-12-26,True,Planiran,778
818,Midnight Pulse Square,45323,2025-11-30,2025-12-03,True,Zavrsen,800
819,Rock Jam Plaza,82140,2025-12-03,2025-12-07,True,Aktivan,455
820,Lunar Echo Field,10975,2025-11-03,2025-11-06,True,Zavrsen,733
821,Dream Pulse Stage,16598,2025-11-01,2025-11-02,False,Zavrsen,425
822,Rock Groove Valley,84937,2025-11-08,2025-11-13,True,Zavrsen,560
823,Wild Wave Oasis,32599,2025-12-30,2026-01-06,False,Planiran,348
824,Sunset Horizon Pier,17916,2025-11-02,2025-11-06,False,Zavrsen,876
825,Crystal Sound Valley,75177,2025-11-25,2025-12-01,False,Zavrsen,803
826,Neon Beats Hill,56904,2025-11-14,2025-11-23,False,Zavrsen,87
827,Silent Soul Field,41986,2025-12-26,2025-12-30,False,Planiran,439
828,Sunset Aura Oasis,33671,2025-11-10,2025-11-19,False,Zavrsen,652
829,Neon Fest Field,38771,2025-11-25,2025-12-04,True,Aktivan,125
830,Electric Harmony Field,28127,2025-12-19,2025-12-27,True,Planiran,677
831,Mystic Melody Oasis,66252,2025-11-21,2025-12-01,True,Zavrsen,21
832,Mystic Rhythm Park,94233,2025-11-02,2025-11-07,True,Zavrsen,449
833,Crystal Melody Field,97553,2025-11-16,2025-11-20,False,Zavrsen,403
834,Electric Beats Beach,40458,2025-11-07,2025-11-15,False,Zavrsen,600
835,Solar Harmony Field,54527,2025-11-11,2025-11-15,True,Zavrsen,754
836,Mystic Pulse Arena,49987,2025-11-08,2025-11-10,True,Zavrsen,256
837,Crystal Rhythm Park,89210,2025-12-02,2025-12-08,True,Aktivan,505
838,Silent Tempo Square,18543,2025-12-10,2025-12-18,True,Planiran,538
839,Radiant Sound Garden,62340,2025-11-30,2025-12-02,False,Zavrsen,935
840,Sunset Storm Hall,86133,2025-11-23,2025-12-03,True,Zavrsen,468
841,Neon Soul Stage,81922,2025-12-29,2026-01-08,True,Planiran,23
842,Rock Groove Dome,2211,2025-11-04,2025-11-09,True,Zavrsen,81
843,Rock Echo Pier,3215,2025-11-22,2025-11-30,False,Zavrsen,86
844,Cosmic Rhythm Oasis,87125,2025-11-05,2025-11-08,True,Zavrsen,690
845,Solar Aura Plaza,7114,2025-12-06,2025-12-14,True,Planiran,870
846,Rock Echo Dome,56246,2025-12-05,2025-12-06,False,Planiran,421
847,Mystic Sound Park,22389,2025-11-05,2025-11-14,False,Zavrsen,276
848,Golden Soul Dome,11219,2025-11-05,2025-11-15,False,Zavrsen,716
849,Mystic Tempo Hill,61276,2025-11-03,2025-11-08,True,Zavrsen,856
850,Cosmic Tempo Garden,24674,2025-12-26,2026-01-04,False,Planiran,595
851,Dream Horizon Field,7052,2025-11-06,2025-11-13,False,Zavrsen,609
852,Silent Sound Square,41299,2025-11-19,2025-11-25,True,Zavrsen,650
853,Nova Soul Stage,71370,2025-11-10,2025-11-15,True,Zavrsen,843
854,Midnight Echo Square,48530,2025-12-08,2025-12-13,True,Planiran,922
855,Electric Harmony Park,13757,2025-12-31,2026-01-05,True,Planiran,302
856,Nova Aura Arena,10183,2025-11-01,2025-11-10,True,Zavrsen,690
857,Lunar Groove Hall,77675,2025-12-20,2025-12-25,True,Planiran,184
858,Mystic Rhythm Hall,3977,2025-11-16,2025-11-21,False,Zavrsen,765
859,Electric Harmony Arena,65047,2025-12-07,2025-12-11,True,Planiran,907
860,Mystic Vibes Dome,51580,2025-12-23,2025-12-30,True,Planiran,610
861,Mystic Storm Oasis,58006,2025-11-20,2025-11-23,True,Zavrsen,124
862,Neon Echo Field,70592,2025-11-04,2025-11-13,True,Zavrsen,692
863,Crystal Melody Plaza,17632,2025-11-02,2025-11-06,False,Zavrsen,905
864,Wild Harmony Stage,91330,2025-12-11,2025-12-21,True,Planiran,632
865,Golden Wave Court,90095,2025-12-10,2025-12-14,True,Planiran,617
866,Electric Aura Field,3582,2025-12-07,2025-12-10,True,Planiran,173
867,Cosmic Rhythm Park,56750,2025-11-12,2025-11-14,False,Zavrsen,841
868,Golden Melody Court,72562,2025-11-25,2025-11-27,True,Zavrsen,404
869,Neon Pulse Court,6180,2025-11-23,2025-11-26,False,Zavrsen,841
870,Jazz Jam Plaza,80242,2025-12-31,2026-01-09,True,Planiran,860
871,Solar Melody Stage,6696,2025-11-12,2025-11-15,True,Zavrsen,846
872,Solar Storm Field,69543,2025-11-11,2025-11-16,False,Zavrsen,256
873,Dream Soul Garden,71886,2025-11-17,2025-11-24,True,Zavrsen,25
874,Radiant Tempo Garden,24769,2025-12-12,2025-12-14,False,Planiran,776
875,Mystic Melody Pier,45914,2025-11-18,2025-11-25,True,Zavrsen,402
876,Silent Pulse Field,96028,2025-11-09,2025-11-15,True,Zavrsen,533
877,Golden Era Plaza,25237,2025-12-21,2025-12-30,True,Planiran,775
878,Electric Groove Park,74806,2025-12-24,2026-01-03,False,Planiran,25
879,Jazz Fest Park,46746,2025-11-05,2025-11-11,False,Zavrsen,411
880,Wild Soul Theater,84969,2025-11-08,2025-11-13,True,Zavrsen,3
881,Electric Tempo Square,2739,2025-12-03,2025-12-13,False,Aktivan,379
882,Cosmic Storm Dome,63052,2025-11-05,2025-11-08,False,Zavrsen,992
883,Sunset Rhythm Court,80741,2025-12-29,2025-12-30,True,Planiran,264
884,Solar Rhythm Valley,10753,2025-11-17,2025-11-24,False,Zavrsen,301
885,Nova Jam Theater,55432,2025-11-13,2025-11-19,True,Zavrsen,188
886,Solar Harmony Hill,18362,2025-12-04,2025-12-05,True,Aktivan,642
887,Electric Wave Square,59447,2025-12-11,2025-12-12,True,Planiran,565
888,Electric Groove Arena,34994,2025-11-24,2025-11-26,True,Zavrsen,22
889,Midnight Tempo Theater,52507,2025-12-22,2025-12-25,False,Planiran,501
890,Jazz Groove Square,55939,2025-12-25,2025-12-26,False,Planiran,905
891,Cosmic Wave Beach,53949,2025-11-21,2025-11-25,True,Zavrsen,39
892,Golden Storm Hill,90915,2025-11-13,2025-11-19,True,Zavrsen,402
893,Jazz Harmony Court,7953,2025-11-05,2025-11-06,True,Zavrsen,505
894,Dream Soul Theater,30613,2025-11-29,2025-12-03,False,Zavrsen,401
895,Wild Wave Garden,18625,2025-11-08,2025-11-18,False,Zavrsen,165
896,Neon Harmony Hill,62819,2025-12-08,2025-12-16,True,Planiran,645
897,Midnight Soul Plaza,53983,2025-12-08,2025-12-12,True,Planiran,718
898,Lunar Beats Valley,69493,2025-11-18,2025-11-27,True,Zavrsen,930
899,Electric Storm Dome,21015,2025-11-06,2025-11-11,True,Zavrsen,965
900,Jazz Tempo Oasis,67901,2025-11-06,2025-11-16,False,Zavrsen,296
901,Cosmic Soul Arena,65575,2025-12-02,2025-12-04,False,Aktivan,259
902,Nova Wave Arena,61996,2025-11-22,2025-11-27,True,Zavrsen,655
903,Neon Horizon Park,89518,2025-12-07,2025-12-09,True,Planiran,163
904,Electric Jam Beach,19620,2025-11-25,2025-12-02,True,Zavrsen,961
905,Golden Melody Square,8152,2025-11-25,2025-11-26,True,Zavrsen,72
906,Golden Era Field,86618,2025-11-24,2025-11-29,False,Zavrsen,97
907,Dream Groove Oasis,67580,2025-12-01,2025-12-07,False,Aktivan,986
908,Lunar Rhythm Park,99175,2025-12-28,2025-12-29,True,Planiran,272
909,Cosmic Melody Square,37263,2025-11-23,2025-11-25,False,Zavrsen,255
910,Cosmic Jam Field,42113,2025-11-03,2025-11-08,False,Zavrsen,400
911,Electric Era Plaza,33657,2025-11-18,2025-11-24,False,Zavrsen,797
912,Solar Era Theater,25404,2025-11-23,2025-11-29,True,Zavrsen,86
913,Jazz Era Court,16575,2025-12-24,2025-12-27,False,Planiran,8
914,Harmony Era Garden,33105,2025-12-19,2025-12-25,False,Planiran,866
915,Nova Jam Oasis,25473,2025-12-06,2025-12-16,False,Planiran,866
916,Crystal Sound Court,58885,2025-11-18,2025-11-25,False,Zavrsen,287
917,Neon Echo Valley,92565,2025-11-30,2025-12-02,False,Zavrsen,413
918,Dream Beats Garden,55524,2025-12-07,2025-12-14,True,Planiran,389
919,Nova Groove Arena,99382,2025-11-01,2025-11-07,True,Zavrsen,969
920,Solar Vibes Dome,88623,2025-11-10,2025-11-13,False,Zavrsen,734
921,Golden Sound Pier,28023,2025-11-01,2025-11-05,True,Zavrsen,740
922,Jazz Jam Garden,57634,2025-12-14,2025-12-16,False,Planiran,876
923,Lunar Era Garden,11206,2025-12-03,2025-12-08,True,Aktivan,166
924,Sunset Rhythm Oasis,38636,2025-12-21,2025-12-22,True,Planiran,922
925,Nova Storm Hall,32724,2025-11-13,2025-11-19,False,Zavrsen,580
926,Cosmic Groove Pier,40638,2025-12-14,2025-12-16,True,Planiran,987
927,Harmony Echo Field,19820,2025-11-22,2025-12-02,True,Zavrsen,717
928,Mystic Fest Hill,85436,2025-12-13,2025-12-23,True,Planiran,717
929,Wild Fest Plaza,15213,2025-11-01,2025-11-07,False,Zavrsen,482
930,Crystal Fest Beach,99924,2025-11-04,2025-11-08,True,Zavrsen,547
931,Wild Jam Arena,83945,2025-11-25,2025-11-26,False,Zavrsen,687
932,Lunar Melody Pier,58290,2025-11-06,2025-11-14,False,Zavrsen,770
933,Neon Storm Park,87143,2025-12-10,2025-12-13,False,Planiran,912
934,Neon Wave Theater,93886,2025-11-07,2025-11-12,True,Zavrsen,922
935,Harmony Fest Arena,71009,2025-11-29,2025-12-04,True,Aktivan,533
936,Lunar Tempo Hill,18489,2025-12-08,2025-12-17,True,Planiran,395
937,Harmony Vibes Valley,23592,2025-12-23,2025-12-30,True,Planiran,912
938,Mystic Aura Dome,21242,2025-12-23,2025-12-25,False,Planiran,64
939,Harmony Harmony Court,25853,2025-12-26,2025-12-29,True,Planiran,21
940,Wild Aura Beach,18319,2025-12-23,2025-12-29,False,Planiran,521
941,Nova Groove Hall,77484,2025-12-31,2026-01-01,False,Planiran,282
942,Lunar Echo Pier,75014,2025-12-27,2026-01-03,False,Planiran,531
943,Wild Horizon Valley,12541,2025-12-25,2025-12-27,False,Planiran,703
944,Wild Sound Square,7923,2025-11-24,2025-11-30,True,Zavrsen,20
945,Sunset Era Stage,36371,2025-11-18,2025-11-19,False,Zavrsen,212
946,Radiant Fest Court,25770,2025-11-15,2025-11-23,False,Zavrsen,199
947,Golden Sound Valley,18533,2025-12-06,2025-12-15,False,Planiran,91
948,Lunar Vibes Garden,511,2025-12-03,2025-12-12,True,Aktivan,159
949,Silent Wave Hill,65913,2025-12-26,2025-12-27,False,Planiran,726
950,Silent Fest Field,7366,2025-12-20,2025-12-24,False,Planiran,433
951,Electric Horizon Dome,22968,2025-11-24,2025-12-04,False,Aktivan,374
952,Solar Echo Plaza,23123,2025-11-26,2025-12-02,False,Zavrsen,651
953,Lunar Echo Dome,88418,2025-11-04,2025-11-07,True,Zavrsen,319
954,Harmony Rhythm Garden,88150,2025-12-04,2025-12-08,False,Aktivan,814
955,Radiant Fest Pier,18284,2025-11-17,2025-11-18,False,Zavrsen,948
956,Wild Aura Court,42960,2025-12-08,2025-12-17,True,Planiran,532
957,Midnight Echo Pier,37276,2025-12-06,2025-12-08,False,Planiran,956
958,Golden Storm Hall,51764,2025-12-06,2025-12-10,False,Planiran,823
959,Sunset Tempo Valley,7173,2025-12-29,2025-12-31,True,Planiran,118
960,Harmony Soul Park,48483,2025-11-28,2025-12-01,True,Zavrsen,742
961,Sunset Storm Stage,95456,2025-11-04,2025-11-14,False,Zavrsen,544
962,Golden Melody Park,72623,2025-12-08,2025-12-17,True,Planiran,328
963,Silent Soul Square,98833,2025-12-02,2025-12-12,False,Aktivan,756
964,Golden Melody Beach,69551,2025-11-03,2025-11-13,True,Zavrsen,145
965,Silent Echo Hall,26769,2025-12-11,2025-12-19,True,Planiran,884
966,Dream Melody Park,17384,2025-11-28,2025-11-30,True,Zavrsen,29
967,Lunar Era Field,12198,2025-11-14,2025-11-21,False,Zavrsen,110
968,Solar Soul Beach,70907,2025-12-21,2025-12-29,True,Planiran,122
969,Radiant Sound Pier,44902,2025-12-31,2026-01-01,True,Planiran,155
970,Dream Beats Garden,74644,2025-12-19,2025-12-22,True,Planiran,293
971,Crystal Rhythm Hall,99621,2025-12-27,2026-01-04,False,Planiran,956
972,Jazz Soul Oasis,83017,2025-12-31,2026-01-03,False,Planiran,979
973,Midnight Echo Plaza,16830,2025-12-04,2025-12-09,False,Aktivan,332
974,Harmony Rhythm Court,35935,2025-12-27,2026-01-02,False,Planiran,520
975,Radiant Horizon Stage,94667,2025-11-16,2025-11-23,True,Zavrsen,267
976,Wild Beats Theater,367,2025-12-20,2025-12-26,False,Planiran,876
977,Rock Beats Valley,35556,2025-12-21,2025-12-24,False,Planiran,441
978,Sunset Fest Theater,90964,2025-12-22,2025-12-29,True,Planiran,153
979,Silent Rhythm Plaza,74971,2025-12-15,2025-12-20,False,Planiran,593
980,Radiant Fest Valley,36051,2025-12-23,2026-01-02,False,Planiran,634
981,Lunar Harmony Garden,44202,2025-12-10,2025-12-11,True,Planiran,924
982,Wild Pulse Stage,41767,2025-11-11,2025-11-17,True,Zavrsen,193
983,Sunset Soul Valley,21125,2025-11-25,2025-11-27,False,Zavrsen,161
984,Sunset Jam Plaza,20906,2025-11-18,2025-11-28,True,Zavrsen,825
985,Radiant Vibes Field,93211,2025-12-12,2025-12-15,True,Planiran,78
986,Harmony Soul Hill,49035,2025-12-13,2025-12-22,False,Planiran,251
987,Electric Harmony Court,60170,2025-11-10,2025-11-14,True,Zavrsen,909
988,Electric Soul Court,90215,2025-12-26,2025-12-29,False,Planiran,528
989,Electric Pulse Stage,29172,2025-11-27,2025-12-05,False,Aktivan,370
990,Crystal Beats Stage,92243,2025-12-03,2025-12-11,False,Aktivan,372
991,Harmony Sound Garden,87363,2025-12-22,2025-12-30,True,Planiran,30
992,Cosmic Jam Valley,6135,2025-11-21,2025-11-24,True,Zavrsen,810
993,Mystic Pulse Court,32476,2025-11-22,2025-11-28,False,Zavrsen,376
994,Midnight Beats Oasis,88796,2025-11-20,2025-11-29,False,Zavrsen,117
995,Jazz Harmony Dome,86324,2025-12-09,2025-12-19,False,Planiran,87
996,Mystic Horizon Park,22196,2025-11-10,2025-11-11,False,Zavrsen,491
997,Harmony Soul Valley,72027,2025-12-06,2025-12-16,True,Planiran,323
998,Golden Fest Park,54954,2025-11-12,2025-11-21,False,Zavrsen,384
999,Cosmic Tempo Pier,42970,2025-11-11,2025-11-16,False,Zavrsen,933
1000,Lunar Beats Plaza,95907,2025-12-06,2025-12-12,True,Planiran,257
